geolod_id,entry_id,body,suffix,hypernym,ne_class,latitude,longitude,railway_class,institution_type
Uo2AwM,3BZDnG,横須賀中央,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.27883714285714,139.66978857142857,普通鉄道,民営鉄道
XAiOQv,9n4SME,能見台,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.3605575,139.62923,普通鉄道,民営鉄道
0EqY8c,GLEQPC,上大岡,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.409345,139.59661,普通鉄道,民営鉄道
3QGcsU,DiiQIJ,金沢文庫,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.34326333333333,139.62177666666668,普通鉄道,民営鉄道
6UOnKC,GKTe3R,馬堀海岸,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.25956,139.707915,普通鉄道,民営鉄道
9Y0y4k,6Ki85J,神奈川,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.47125,139.627415,普通鉄道,民営鉄道
cacKS2,8PLobc,浦賀,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.251875999999996,139.71504,普通鉄道,民営鉄道
feoWGK,Nqjlmf,黄金町,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.439705000000004,139.62256000000002,普通鉄道,民営鉄道
iqA8ur,MSlzCr,戸部,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.45666,139.61956,普通鉄道,民営鉄道
luNki9,BEXPMX,井土ヶ谷,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.433875,139.600525,普通鉄道,民営鉄道
oGYwCS,4t9WPE,京急東神奈川,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.477554999999995,139.634925,普通鉄道,民営鉄道
rKaKWA,YgLQXt,屏風浦,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.394130000000004,139.61043999999998,普通鉄道,民営鉄道
uOiUeh,Dx4tPF,鶴見市場,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.51759,139.68649,普通鉄道,民営鉄道
x0y8y0,4xMtRy,横浜,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.46625,139.62312500000002,普通鉄道,民営鉄道
A4KknH,6Sm9pA,京急富岡,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.36671,139.62976,普通鉄道,民営鉄道
DgWwGq,9kTX5Z,子安,駅,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.484575,139.64504,普通鉄道,民営鉄道
Gk8Iu7,BV5Jwf,県立大学,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.269816666666664,139.67696999999998,普通鉄道,民営鉄道
JwkUiP,LvNJAf,京急田浦,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.30099666666666,139.62521333333333,普通鉄道,民営鉄道
NAw66x,I2tY7I,神奈川新町,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.481515,139.64017,普通鉄道,民営鉄道
PEEgoe,LouXEr,京急大津,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.261005,139.69537000000003,普通鉄道,民営鉄道
SQUuIX,ET4pzu,梅屋敷,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.566784999999996,139.72816999999998,普通鉄道,民営鉄道
VU2G2F,KL2Xjn,六郷土手,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.540530000000004,139.707565,普通鉄道,民営鉄道
Y6iUnm,EkPTzo,日ノ出町,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.44563,139.62666,普通鉄道,民営鉄道
1aq4E5,LYZ5l2,平和島,駅/,京浜急行電鉄/本線,鉄道施設/鉄道駅,35.578654,139.734934,普通鉄道,民営鉄道
4nGiYM,MkdmCW,ケーブル比叡,駅/,京福電気鉄道/鋼索線,鉄道施設/鉄道駅,35.064265,135.822165,鋼索鉄道,民営鉄道
7qOsgu,Aawd5F,ケーブル八瀬,駅/,京福電気鉄道/鋼索線,鉄道施設/鉄道駅,35.066925,135.80890499999998,鋼索鉄道,民営鉄道
au0EAd,F6sRoG,妙心寺,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.02628,135.71785,軌道,民営鉄道
dGcQoU,8RLxjw,北野白梅町,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.027424999999994,135.73081000000002,軌道,民営鉄道
gKo2cC,HnAPYj,龍安寺,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.027834999999996,135.72143,軌道,民営鉄道
jWAe0k,4dqypA,常盤,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.02037,135.7048,軌道,民営鉄道
n0NqO2,DUtAIq,等持院・立命館大学衣笠キャンパス前,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.02783,135.72368,軌道,民営鉄道
pc2GaL,NU5VmA,宇多野,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.027055000000004,135.70988,軌道,民営鉄道
sgaQss,BGW2bm,鳴滝,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.02353,135.7058,軌道,民営鉄道
vkn2ga,N7B9sH,御室仁和寺,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.026354999999995,135.71438999999998,軌道,民営鉄道
ywye4S,H6nrd4,帷子ノ辻,駅/,京福電気鉄道/北野線,鉄道施設/鉄道駅,35.015145000000004,135.700315,軌道,民営鉄道
BAKqSA,DzTl84,鹿王院,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.017044999999996,135.68525,軌道,民営鉄道
ENWCci,GPhNQj,西院,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.0032,135.7342725,軌道,民営鉄道
HQ8O00,Fax9sG,西大路三条,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.007895000000005,135.73253,軌道,民営鉄道
K2k0OI,zQvIYh,四条大宮,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.003145,135.74824,軌道,民営鉄道
M6wcCq,Jq5Mqa,蚕ノ社,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.011712,135.713002,軌道,民営鉄道
QaEnU7,NVcH4T,嵐電嵯峨,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.0165,135.6818,軌道,民営鉄道
TnUAKQ,6oK4FD,車折神社,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.016755,135.689045,軌道,民営鉄道
Wq2Nyy,8PU9JC,嵐山,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.015365,135.678215,軌道,民営鉄道
ZCi0Sg,IrTTVN,山ノ内,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.00832,135.72321499999998,軌道,民営鉄道
2GqaaX,IgdCqD,太秦広隆寺,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.013275,135.708345,軌道,民営鉄道
5SGouF,JEkRFU,有栖川,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.015190000000004,135.694015,軌道,民営鉄道
8WOyim,4vs6aA,帷子ノ辻,駅/,京福電気鉄道/嵐山本線,鉄道施設/鉄道駅,35.015145000000004,135.700315,軌道,民営鉄道
b00K65,LXmyTa,南桑,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.20947,132.02097,普通鉄道,第三セクター
ecgYqM,ArPAjQ,河山,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.236279999999994,131.98385000000002,普通鉄道,第三セクター
hgo8Iv,5rdUq2,柳瀬,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.257374999999996,131.97679499999998,普通鉄道,第三セクター
ksEn2d,NttDiT,根笠,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.210530000000006,131.99862000000002,普通鉄道,第三セクター
mwNwQV,6wUFzR,錦町,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.264804999999996,131.96304,普通鉄道,第三セクター
qI2NGE,C86DGq,川西,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.156594999999996,132.17731,普通鉄道,第三セクター
tNaWYl,3MEPWS,椋野,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.193665,132.0335,普通鉄道,第三セクター
wQn8N3,HqTbf6,南河内,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.165944999999994,132.10338000000002,普通鉄道,第三セクター
z2ykAL,FmHEFT,行波,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.163325,132.087095,普通鉄道,第三セクター
C6KwUt,AtoV8r,守内かさ神,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.170325000000005,132.13530500000002,普通鉄道,第三セクター
FiWIIb,ClDTCJ,北河内,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.175979999999996,132.06458,普通鉄道,第三セクター
In8UwT,7vmWew,清流新岩国,駅/,錦川鉄道/錦川清流線,鉄道施設/鉄道駅,34.16249500000001,132.14769,普通鉄道,第三セクター
Lyk6kA,Kl6Be8,大和西大寺,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.693650000000005,135.78307,普通鉄道,民営鉄道
OCwi8i,ILGXUn,尼ヶ辻,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.681105,135.783525,普通鉄道,民営鉄道
RGEsqZ,LjppFr,西ノ京,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.670649999999995,135.78316999999998,普通鉄道,民営鉄道
USUGgI,4N9gir,九条,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.65941,135.78296,普通鉄道,民営鉄道
XW2S4q,Hpx4sJ,石見,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.571349999999995,135.78586,普通鉄道,民営鉄道
08i6o8,Nq3yIJ,田原本,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.553084999999996,135.790875,普通鉄道,民営鉄道
3cuicQ,ImH9GN,笠縫,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.541425,135.79411,普通鉄道,民営鉄道
6oGu0y,NWTKCU,近鉄郡山,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.64605,135.78072500000002,普通鉄道,民営鉄道
9sSGkg,K4YJ9c,大和八木,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.513065,135.79147,普通鉄道,民営鉄道
cw0QCY,34q4h6,新ノ口,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.525144999999995,135.79466,普通鉄道,民営鉄道
fIg4WG,NvMP5v,ファミリー公園前,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.598065,135.785045,普通鉄道,民営鉄道
iNoeem,7we2Ph,八木西口,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.509665,135.79075,普通鉄道,民営鉄道
lYEsy6,46Yob4,平端,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.60671,135.78279,普通鉄道,民営鉄道
o2NCnM,3MLbrW,畝傍御陵前,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.49277,135.79423500000001,普通鉄道,民営鉄道
re2Scw,8lgwLl,筒井,駅,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.62024,135.78066,普通鉄道,民営鉄道
uia2ud,NK4ucK,結崎,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.584525,135.78483999999997,普通鉄道,民営鉄道
xnneiV,6NlTHs,橿原神宮前,駅/,近畿日本鉄道/橿原線,鉄道施設/鉄道駅,34.484049999999996,135.79431,普通鉄道,民営鉄道
Ayyq6D,Hm9asB,大阿太,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.388400000000004,135.76643,普通鉄道,民営鉄道
DCKCql,In6KbB,越部,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.386120000000005,135.80288000000002,普通鉄道,民営鉄道
GOWOe3,7BFUaa,下市口,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.38402000000001,135.7869,普通鉄道,民営鉄道
JS802L,7dRXDY,吉野神宮,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.390185,135.84817,普通鉄道,民営鉄道
N4oent,HJq3yG,福神,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.395425,135.75023,普通鉄道,民営鉄道
P8woEb,M2Yy4u,壺阪山,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.44968,135.794815,普通鉄道,民営鉄道
ScIAYT,9vqt35,葛,駅,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.430975000000004,135.75959,普通鉄道,民営鉄道
VoUNNB,IabYFG,吉野口,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.42069,135.75067,普通鉄道,民営鉄道
Ys606j,JYS9BC,岡寺,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.474235,135.795955,普通鉄道,民営鉄道
1EicU1,9Z34to,六田,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.39008,135.82298500000002,普通鉄道,民営鉄道
4IuoIJ,HmUYbk,飛鳥,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.465005000000005,135.79817,普通鉄道,民営鉄道
7UGA2r,7VmCvA,吉野,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.377005,135.85356,普通鉄道,民営鉄道
aYSNQ9,MchnIp,市尾,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.441722,135.776206,普通鉄道,民営鉄道
d20W8Q,5gtEjM,橿原神宮前,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.484049999999996,135.79431,普通鉄道,民営鉄道
gegasy,EcgzhK,薬水,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.407775,135.74329,普通鉄道,民営鉄道
jiokKg,Dwp8Wn,大和上市,駅/,近畿日本鉄道/吉野線,鉄道施設/鉄道駅,34.39563,135.845705,普通鉄道,民営鉄道
nuEyAZ,EtJNF2,京都,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.98461333333333,135.75834333333333,普通鉄道,民営鉄道
pyNISG,6jrXZe,東寺,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.979985,135.75259499999999,普通鉄道,民営鉄道
sK2YIp,JmwDE2,伊勢田,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.88216,135.778995,普通鉄道,民営鉄道
vOa806,9uk2ue,山田川,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.73779,135.79388,普通鉄道,民営鉄道
ySnkOO,Cs7qBf,大久保,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.874629999999996,135.77706,普通鉄道,民営鉄道
B4CyEx,fC3xEm,富野荘,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.84016,135.772915,普通鉄道,民営鉄道
E8KIWe,CG9iJ9,狛田,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.78044,135.78951999999998,普通鉄道,民営鉄道
Hk0WgW,MM59hN,木津川台,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.746696,135.796054,普通鉄道,民営鉄道
Ko86yE,IxrPUp,三山木,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.798640000000006,135.78609,普通鉄道,民営鉄道
MAokSn,HwRqFg,向島,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.914725000000004,135.76977,普通鉄道,民営鉄道
QEwua3,CPWGbd,竹田,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.95599,135.75616000000002,普通鉄道,民営鉄道
TIIGuL,N2Picp,桃山御陵前,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.93333,135.76555,普通鉄道,民営鉄道
WUUSit,EHBYA7,近鉄丹波橋,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.938105,135.76642500000003,普通鉄道,民営鉄道
ZY66Cc,CLvSTv,新田辺,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.820718,135.772822,普通鉄道,民営鉄道
2aiiqT,P5KZhw,上鳥羽口,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.965015,135.75272999999999,普通鉄道,民営鉄道
5euueB,FLcwZz,小倉,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.893005,135.78188,普通鉄道,民営鉄道
8qGGyk,P3TXUN,伏見,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.946020000000004,135.76149,普通鉄道,民営鉄道
buSSn1,9j4pqN,十条,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.973995,135.75245999999999,普通鉄道,民営鉄道
ey02EJ,Fp9F5j,久津川,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.864954999999995,135.774785,普通鉄道,民営鉄道
hKggYr,KiiDFo,近鉄宮津,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.791619999999995,135.78751499999998,普通鉄道,民営鉄道
kOoqg8,KXupQA,高の原,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.72371,135.79185999999999,普通鉄道,民営鉄道
m0EE6R,55BBmN,新祝園,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.760326666666664,135.79277333333334,普通鉄道,民営鉄道
q4QQUz,6KmZ6C,平城,駅,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.701465,135.78465,普通鉄道,民営鉄道
tg24eh,9ir5Rk,興戸,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.80832,135.77868,普通鉄道,民営鉄道
wkeg2Z,FobSJs,寺田,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.85327,135.772085,普通鉄道,民営鉄道
zonqkG,N4mZzZ,大和西大寺,駅/,近畿日本鉄道/京都線,鉄道施設/鉄道駅,34.693650000000005,135.78307,普通鉄道,民営鉄道
CACEap,JQrR8g,近鉄新庄,駅/,近畿日本鉄道/御所線,鉄道施設/鉄道駅,34.4893,135.72728,普通鉄道,民営鉄道
FEKOs6,38hvje,近鉄御所,駅/,近畿日本鉄道/御所線,鉄道施設/鉄道駅,34.46471,135.73238,普通鉄道,民営鉄道
IQ02NP,9rHJ26,忍海,駅/,近畿日本鉄道/御所線,鉄道施設/鉄道駅,34.475975,135.732015,普通鉄道,民営鉄道
LU8c4w,5UoVZc,尺土,駅/,近畿日本鉄道/御所線,鉄道施設/鉄道駅,34.508545,135.72081,普通鉄道,民営鉄道
O6oqoe,IBSuF9,松ヶ崎,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.596426666666666,136.51894666666666,普通鉄道,民営鉄道
RawAcW,LRalml,伊勢中川,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.635315,136.47809999999998,普通鉄道,民営鉄道
UeIN0E,9GbtE5,明野,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.52149,136.66881999999998,普通鉄道,民営鉄道
XqUYOn,8oXCpR,小俣,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.512835,136.68481,普通鉄道,民営鉄道
0u6c84,3SU8GH,斎宮,駅,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.537895,136.615295,普通鉄道,民営鉄道
3GioWN,EJZ6uF,伊勢市,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.491945,136.710485,普通鉄道,民営鉄道
6KuAgu,Cy6UsC,明星,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.531395,136.64253,普通鉄道,民営鉄道
9WGN4c,BiBWS5,東松阪,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.56555,136.5461,普通鉄道,民営鉄道
c0SYSU,5NaiXK,漕代,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.540980000000005,136.601055,普通鉄道,民営鉄道
f44aGC,HcRS54,櫛田,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.54889,136.58304,普通鉄道,民営鉄道
iggnuj,5S6BmK,宮町,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.497845,136.698565,普通鉄道,民営鉄道
lksyO2,D8xTkD,伊勢中原,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.614735,136.49794,普通鉄道,民営鉄道
owEKCK,4Imaie,松阪,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.57729,136.5362175,普通鉄道,民営鉄道
rAQWqr,9DFJU6,宇治山田,駅/,近畿日本鉄道/山田線,鉄道施設/鉄道駅,34.48831,136.7140225,普通鉄道,民営鉄道
uN2aKa,EWTG9Z,船津,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.45687,136.842005,普通鉄道,民営鉄道
xQenyS,AcFCDG,志摩神明,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.316205,136.829985,普通鉄道,民営鉄道
AUnwnz,89epHg,穴川,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.358895000000004,136.81588,普通鉄道,民営鉄道
D6CKGi,Bwfyjb,鵜方,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.329375,136.82573000000002,普通鉄道,民営鉄道
GaKUYZ,CwXBAa,志摩赤崎,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.46982666666666,136.84171666666666,普通鉄道,民営鉄道
Jn08iH,3zrMsg,沓掛,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.394130000000004,136.81443000000002,普通鉄道,民営鉄道
Nq8iAp,HmAzIK,上之郷,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.379325,136.81152,普通鉄道,民営鉄道
PCowq7,HMfXlI,松尾,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.432565,136.84006,普通鉄道,民営鉄道
SGwGIP,LjTbHb,賢島,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.308385,136.819435,普通鉄道,民営鉄道
VKISwx,L74S3K,志摩磯部,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.36956,136.805795,普通鉄道,民営鉄道
YWU4ke,LsLjCj,中之郷,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.47961,136.84541000000002,普通鉄道,民営鉄道
106iEX,57lVGP,加茂,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.444205,136.84656,普通鉄道,民営鉄道
4cnwuF,5sn7ds,白木,駅,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.429204999999996,136.83116,普通鉄道,民営鉄道
7guGNm,BDAngZ,五知,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.406679999999994,136.810095,普通鉄道,民営鉄道
asKU65,7kttMu,志摩横山,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.333975,136.81835999999998,普通鉄道,民営鉄道
dwS4oN,5Mv56u,鳥羽,駅/,近畿日本鉄道/志摩線,鉄道施設/鉄道駅,34.48725,136.841725,普通鉄道,民営鉄道
gA4gcu,IELsMS,服部川,駅/,近畿日本鉄道/信貴線,鉄道施設/鉄道駅,34.626455,135.64116,普通鉄道,民営鉄道
jNgs0c,ZJ2cZH,信貴山口,駅/,近畿日本鉄道/信貴線,鉄道施設/鉄道駅,34.62010333333333,135.64235666666667,普通鉄道,民営鉄道
nQsEkU,AYA3xj,河内山本,駅/,近畿日本鉄道/信貴線,鉄道施設/鉄道駅,34.627925,135.61917,普通鉄道,民営鉄道
p2EQ8C,HcDUWS,生駒山上,駅/,近畿日本鉄道/生駒鋼索線,鉄道施設/鉄道駅,34.67948333333334,135.68054,鋼索鉄道,民営鉄道
s6Q2Wk,N4WDnN,宝山寺,駅/,近畿日本鉄道/生駒鋼索線,鉄道施設/鉄道駅,34.68618,135.68935666666667,鋼索鉄道,民営鉄道
vi2gg2,HuXzdx,霞ヶ丘,駅/,近畿日本鉄道/生駒鋼索線,鉄道施設/鉄道駅,34.68109333333334,135.68334666666667,鋼索鉄道,民営鉄道
ynes4K,D2EDcM,梅屋敷,駅/,近畿日本鉄道/生駒鋼索線,鉄道施設/鉄道駅,34.683125000000004,135.68675000000002,鋼索鉄道,民営鉄道
BqnCSs,6WJa86,鳥居前,駅/,近畿日本鉄道/生駒鋼索線,鉄道施設/鉄道駅,34.692065,135.695915,鋼索鉄道,民営鉄道
ECCQca,5kPcJo,生駒,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.69303333333333,135.69821,普通鉄道,民営鉄道
HGK0uR,AR3fMy,南生駒,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.665504999999996,135.70887,普通鉄道,民営鉄道
KS0eOA,5gYFnR,一分,駅,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.675415,135.707975,普通鉄道,民営鉄道
MW8o6h,BHgheb,菜畑,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.6855,135.70668666666666,普通鉄道,民営鉄道
Q8oCW0,NqlTBp,勢野北口,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.6061,135.70101499999998,普通鉄道,民営鉄道
TcAOKI,5PxKGJ,信貴山下,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.600905,135.695175,普通鉄道,民営鉄道
WgIY2p,NdBvBJ,竜田川,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.61719,135.70466499999998,普通鉄道,民営鉄道
ZsYcn7,HgwpGQ,王寺,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.597715,135.70273500000002,普通鉄道,民営鉄道
2w6oaP,Bb5qf2,平群,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.629270000000005,135.704365,普通鉄道,民営鉄道
5InC0y,EWauwY,東山,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.648705,135.7086,普通鉄道,民営鉄道
8NuNif,MkCY9p,元山上口,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.640605,135.700795,普通鉄道,民営鉄道
bYK0CY,6hqfCF,萩の台,駅/,近畿日本鉄道/生駒線,鉄道施設/鉄道駅,34.656980000000004,135.70898,普通鉄道,民営鉄道
e2SaUF,H8i3mP,高安山,駅/,近畿日本鉄道/西信貴鋼索線,鉄道施設/鉄道駅,34.613925,135.653515,鋼索鉄道,民営鉄道
h64nIm,7dRJh6,信貴山口,駅/,近畿日本鉄道/西信貴鋼索線,鉄道施設/鉄道駅,34.62010333333333,135.64235666666667,鋼索鉄道,民営鉄道
kigy25,JzbWHl,大三,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.664045,136.36885999999998,普通鉄道,民営鉄道
mnsKQM,F7uCK7,東青山,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.67564,136.32163500000001,普通鉄道,民営鉄道
qyEWEv,KFw6f7,赤目口,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.599334999999996,136.0737,普通鉄道,民営鉄道
tCQ8sc,8AZTLS,伊勢石橋,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.656890000000004,136.40852,普通鉄道,民営鉄道
wO2nNV,InT8aJ,西青山,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.676339999999996,136.238135,普通鉄道,民営鉄道
zSey6D,5EBfkP,美旗,駅/,近畿日本鉄道/大阪線,鉄道施設/鉄道駅,34.662994999999995,136.13301,普通鉄道,民営鉄道
